label_1;type_1;subtyp_1;spec_1;dim1;dim2;cblcpty1;conntr1;status;cmpownr;label_2;type_2;subtyp_2;spec_2;dim1_2;dim2_2;cblcpty2;conntr2;featno1;label_3;type_3;subtyp3;spec_3;dim1_3;dim2_3;cblcpty3;conntr3;featno2;label_4;type_4;subtyp4;spec_4;dim1_4;dim2_4;cblcpty4;conntr4;featno3;label_5;type_5;subtyp5;spec_5;dim1_5;dim2_5;cblcpty5;conntr5;featno4;label_6;type_6;subtyp6;spec_6;dim1_6;dim2_6;cblcpty6;conntr6;featno5;label_7;type_7;subtyp7;spec_7;dim1_7;dim2_7;cblcpty7;conntr7;featno6;label_8;type_8;subtyp_8;spec_8;dim1_8;dim2_8;cblcpty8;conntr8;featno7;strtfeat;endfeat;lat;lon;sg21;sg26;address;pon_no;zone_no;subplace;mainplce;mun;stackref;datecrtd;crtdby;date_edt;editby;comments
MAM.P.A906;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A906;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A906;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A906;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A906;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A906;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A906;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A906;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.41581049485218;-25.714191838478154;;Null;;;3;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A907;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A907;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A907;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A907;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A907;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A907;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A907;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A907;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.415907;-25.7148012;;Null;;34;3;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A909;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A909;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A909;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A909;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A909;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A909;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A909;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A909;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4151104;-25.714905950000002;;Null;;34;3;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A921;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A921;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A921;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A921;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A921;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A921;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A921;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A921;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4147516;-25.7177472;;Null;;47;4;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A924;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A924;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A924;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A924;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A924;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A924;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A924;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A924;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4164959;-25.7192417;;Null;;48;4;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A925;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A925;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A925;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A925;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A925;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A925;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A925;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A925;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4158285;-25.719506;;Null;;48;4;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A931;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A931;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A931;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A931;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A931;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A931;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A931;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A931;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4144074;-25.7124567;;Null;;32;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A932;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A932;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A932;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A932;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A932;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A932;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A932;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A932;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4143254;-25.7122922;;Null;;32;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A933;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A933;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A933;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A933;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A933;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A933;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A933;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A933;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4120261;-25.7118458;;Null;;33;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A934;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A934;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A934;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A934;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A934;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A934;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A934;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A934;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4118445;-25.7119201;;Null;;33;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A935;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A935;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A935;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A935;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A935;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A935;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A935;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A935;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4118622;-25.7115167;;Null;;33;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A936;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A936;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A936;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A936;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A936;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A936;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A936;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A936;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4119442;-25.7116813;;Null;;33;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A937;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A937;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A937;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A937;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A937;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A937;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A937;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A937;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4121425;-25.71153079999999;;Null;;33;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A938;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A938;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A938;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A938;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A938;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A938;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A938;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A938;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4123771;-25.7114349;;Null;;33;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A939;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A939;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A939;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A939;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A939;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A939;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A939;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A939;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4134126;-25.7112938;;Null;;33;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A940;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A940;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A940;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A940;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A940;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A940;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A940;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A940;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4155106;-25.7191666;;Null;;48;4;799046032;799046;City of Tshwane;MAM;;;;;
MAM.P.A941;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A941;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A941;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A941;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A941;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A941;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A941;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A941;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.414839;-25.7099869;;Null;;29;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A942;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A942;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A942;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A942;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A942;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A942;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A942;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A942;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.415903;-25.7097591;;Null;;;3;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.A943;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A943;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A943;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A943;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A943;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A943;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A943;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A943;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4169303;-25.7096634;;Null;;;3;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.A944;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A944;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A944;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A944;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A944;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A944;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A944;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A944;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4179682;-25.7096045;;Null;;;3;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.A945;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A945;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A945;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A945;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A945;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A945;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A945;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A945;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4187065;-25.7097001;;Null;;29;3;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.A946;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A946;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A946;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A946;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A946;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A946;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A946;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A946;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4190982;-25.7102473;;Null;;29;3;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.A947;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A947;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A947;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A947;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A947;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A947;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A947;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A947;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4192332;-25.710958;;Null;;;3;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.A948;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A948;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A948;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A948;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A948;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A948;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A948;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A948;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.419307363833394;-25.711348945550935;;Null;;;3;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.A949;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A949;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A949;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A949;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A949;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A949;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A949;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A949;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.419445099999997;-25.71207435;;Null;;;3;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.A950;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A950;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A950;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A950;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A950;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A950;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A950;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A950;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.419526150000003;-25.71250135;;Null;;29;3;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.A953;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A953;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A953;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A953;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A953;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A953;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A953;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A953;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4173847;-25.7116997;;Null;;29;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A954;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A954;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A954;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A954;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A954;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A954;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A954;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A954;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.4188994;-25.7098387;;Null;;29;3;799046026;799046;City of Tshwane;MAM;;;;;
MAM.P.A955;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A955;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A955;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A955;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A955;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A955;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A955;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A955;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.415239;-25.7098457;;Null;;29;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A956;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A956;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A956;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A956;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A956;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A956;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A956;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A956;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.415300473279338;-25.709906302177814;;Null;;29;3;799046033;799046;City of Tshwane;MAM;;;;;
MAM.P.A957;Pole;Creosote;H4SANS754;7m;120-140mm;Null;Null;Permission not granted;PlanNet;MAM.P.A957;Dead-End;Mini-ADSS;Galvanised Steel Wire/Steel Thimble;4.50-6.19mm;Null;Null;Null;1;MAM.P.A957;Tangent;;Galvanised Steel Wire/Nylon Sheave;;;Null;Null;;MAM.P.A957;Hook;Offset Bracket;2Way;(R19*W12.50mm)*2;Null;Null;Null;1;MAM.P.A957;Slack Bracket;Bracket;;;;Null;Null;;MAM.P.A957;Attachment;Strapping;Grade304 BandIt;19*0.5mm;Null;Null;Null;2;MAM.P.A957;Attachment;Buckle;Grade304 BandIt;19mm;Null;Null;Null;2;MAM.P.A957;Tension Control;Stay Set;7/2mm/M12 Set;7/2mm;;Null;Null;;Null;Null;28.41445;-25.7106984;;Null;;30;3;799046033;799046;City of Tshwane;MAM;;;;;
